,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Calituban,PH,10.24,124.2919,82.49,79,58,2.77,broken clouds
463,Bulungu,CD,-4.55,18.6,68.02,96,100,1.32,overcast clouds
464,Panzhihua,CN,26.5851,101.7128,49.69,51,0,1.48,clear sky
465,Kailua,US,21.4022,-157.7394,82.38,75,79,1.99,broken clouds
466,Newtownards,GB,54.5924,-5.6909,30.52,91,20,3.0,few clouds
467,Thinadhoo,MV,0.5333,72.9333,79.09,69,92,3.91,overcast clouds
468,Portland,US,45.5234,-122.6762,47.73,85,100,5.01,overcast clouds
469,Ixtapa,MX,20.7,-105.2,70.23,83,0,0.0,clear sky
470,Venezuela,VE,8.0,-66.0,85.84,44,100,12.21,overcast clouds
471,Nome,US,64.5011,-165.4064,19.47,73,100,13.8,overcast clouds
472,Polson,US,47.6936,-114.1632,32.77,70,100,2.15,overcast clouds
473,Port Pirie,AU,-33.1833,138.0167,89.67,36,52,24.63,broken clouds
474,Kirillov,RU,59.863,38.3813,23.32,93,100,9.4,overcast clouds
475,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.04,98,98,1.83,overcast clouds
476,Khandagayty,RU,50.7333,92.05,-9.35,95,100,1.1,overcast clouds
477,Manokwari,ID,-0.8667,134.0833,83.28,70,84,4.61,broken clouds
478,Fort Nelson,CA,58.8053,-122.7002,6.39,92,75,0.0,broken clouds
479,Santa Flavia,IT,38.085,13.5351,60.58,63,100,20.0,overcast clouds
480,Wyndham,US,37.6985,-77.6125,45.95,59,0,0.0,clear sky
481,Nichinan,JP,31.6,131.3667,51.48,63,91,3.15,overcast clouds
482,Winchester,GB,51.0651,-1.3187,27.37,80,75,2.3,broken clouds
483,Gra Liyia,GR,35.0167,25.6833,60.13,65,20,5.01,few clouds
484,Gobabis,NA,-22.45,18.9667,68.45,61,72,6.98,broken clouds
485,Adrar,MR,20.5022,-10.0711,62.11,20,94,10.22,overcast clouds
486,Kalmunai,LK,7.4167,81.8167,77.07,81,90,10.85,overcast clouds
487,Cabedelo,BR,-6.9811,-34.8339,77.67,78,100,9.26,overcast clouds
488,Loanda,AO,-8.8368,13.2343,76.86,81,99,5.99,overcast clouds
489,Lahaina,US,20.8783,-156.6825,80.6,81,70,6.85,broken clouds
490,Khudumelapye,BW,-23.8833,24.75,69.48,64,2,9.13,clear sky
491,Pangai,TO,-19.8,-174.35,86.11,70,75,0.0,light rain
492,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,48,0,5.75,clear sky
493,Nieuw Amsterdam,SR,5.8833,-55.0833,77.02,89,62,9.44,broken clouds
494,Dasoguz,TM,41.8363,59.9666,10.35,61,0,2.3,clear sky
495,Asau,RO,46.4333,26.4,34.72,74,59,5.12,broken clouds
496,Kandrian,PG,-6.2167,149.55,87.26,63,100,9.04,overcast clouds
497,Ust-Omchug,RU,61.15,149.6333,-27.94,97,89,5.06,overcast clouds
498,Las Vegas,US,36.175,-115.1372,54.59,40,0,17.27,clear sky
499,Bacungan,PH,9.9106,118.7022,84.25,79,40,9.22,scattered clouds
500,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,76.93,83,40,10.36,scattered clouds
501,Birjand,IR,32.8663,59.2211,28.87,86,0,6.91,clear sky
502,Fallon,US,39.4735,-118.7774,32.92,97,100,6.91,light snow
503,Sri Aman,MY,1.2376,111.4621,82.45,78,20,2.3,few clouds
504,Neuquen,AR,-38.9516,-68.0591,69.69,64,20,3.44,few clouds
505,Ayan,RU,56.45,138.1667,-28.55,62,63,9.31,broken clouds
506,Batagay-Alyta,RU,67.8006,130.4114,-27.71,99,100,2.93,overcast clouds
507,Gien,FR,47.6933,2.6309,36.55,96,100,5.64,overcast clouds
508,Frontignan,FR,43.4485,3.754,42.94,92,100,5.97,light rain
509,Ukiah,US,39.1502,-123.2078,48.09,79,0,4.61,clear sky
510,Russell,US,32.3502,-85.1999,56.43,61,0,0.0,clear sky
511,Kapiri Mposhi,ZM,-13.9652,28.6809,61.2,99,100,3.96,light rain
512,Tres Arroyos,AR,-38.3739,-60.2798,67.89,40,10,13.6,clear sky
513,Belaya Gora,RU,68.5333,146.4167,-40.56,100,100,0.38,overcast clouds
514,Paita,PE,-5.0892,-81.1144,70.36,80,79,9.95,broken clouds
515,Ginda,IN,30.6945,78.4932,34.84,20,4,7.72,clear sky
516,Leon Valley,US,29.4952,-98.6186,66.96,72,0,0.0,clear sky
517,Riosucio,CO,5.4216,-75.7032,57.94,97,30,1.68,scattered clouds
518,Leshan,CN,29.5623,103.7639,40.51,63,99,0.6,overcast clouds
519,Pacific Grove,US,36.6177,-121.9166,51.1,83,91,10.0,overcast clouds
520,Salamanca,ES,40.8333,-6.0,47.98,94,100,28.54,overcast clouds
521,Danjiangkou,CN,32.5428,111.5086,39.74,31,22,11.41,few clouds
522,Rapid Valley,US,44.0625,-103.1463,33.62,96,100,8.05,mist
523,Homer,US,59.6425,-151.5483,35.8,83,100,8.05,light rain
524,Constitucion,CL,-35.3333,-72.4167,54.16,89,10,6.73,clear sky
525,Malangali,TZ,-8.5667,34.85,61.52,93,100,3.22,light rain
526,Swan River,CA,52.1058,-101.2676,13.89,92,99,5.75,overcast clouds
527,Ambilobe,MG,-13.2,49.05,71.01,95,97,2.91,overcast clouds
528,Bridgetown,BB,13.1,-59.6167,79.29,73,75,13.8,light intensity shower rain
529,Havelock,US,34.8791,-76.9013,48.15,55,100,1.01,overcast clouds
530,Port Angeles,US,48.1181,-123.4307,46.65,80,100,3.44,mist
531,Broome,US,42.2506,-75.833,28.62,81,0,5.75,clear sky
532,Alofi,NU,-19.0595,-169.9187,82.29,78,75,2.3,light intensity drizzle
533,Nantucket,US,41.2835,-70.0995,35.65,87,100,17.27,snow
534,Lasa,IT,46.6166,10.7002,30.02,89,64,2.37,broken clouds
535,Boddam,GB,57.4667,-1.7833,32.38,70,95,19.86,overcast clouds
536,Pokhara,NP,28.2333,83.9833,49.14,36,0,3.69,clear sky
537,Katsuura,JP,35.1333,140.3,47.64,60,95,9.22,overcast clouds
538,Atikokan,CA,48.7555,-91.6216,32.11,98,100,6.51,light snow
539,Santa Marta,CO,11.2408,-74.199,80.89,70,20,21.99,few clouds
540,Acapulco,MX,16.8634,-99.8901,78.62,73,20,4.61,few clouds
541,Arlit,NE,18.7369,7.3853,60.49,23,0,7.43,clear sky
542,Sinnamary,GF,5.3833,-52.95,75.88,88,100,9.78,overcast clouds
543,Kathmandu,NP,27.7167,85.3167,44.82,87,75,0.0,mist
544,Te Anau,NZ,-45.4167,167.7167,73.18,44,20,4.03,few clouds
545,Sao Filipe,CV,14.8961,-24.4956,76.51,62,100,7.09,overcast clouds
546,Korla,CN,41.7597,86.1469,3.36,94,77,1.72,broken clouds
547,Aktau,KZ,43.65,51.2,28.98,40,96,15.52,overcast clouds
548,Borogontsy,RU,62.6683,131.1683,-56.42,100,94,2.46,overcast clouds
549,Christchurch,NZ,-43.5333,172.6333,69.91,67,100,17.27,overcast clouds
550,Sault Sainte Marie,CA,46.5168,-84.3333,35.89,85,100,11.5,overcast clouds
551,Vilhena,BR,-12.7406,-60.1458,68.07,98,100,0.69,overcast clouds
552,San Cristobal,VE,7.7669,-72.225,68.18,94,55,2.42,broken clouds
553,Balugaon,IN,20.1667,85.1,71.82,79,26,1.12,scattered clouds
554,Ngaoundere,CM,7.3167,13.5833,62.37,30,93,3.87,overcast clouds
555,Karlskrona,SE,56.1616,15.5866,37.85,88,100,19.69,overcast clouds
556,Oranjemund,NA,-28.55,16.4333,62.89,98,95,5.79,overcast clouds
557,Bay Saint Louis,US,30.3088,-89.33,66.27,82,100,9.22,overcast clouds
558,Vostok,RU,46.4856,135.8833,-1.23,81,93,4.54,overcast clouds
559,Ilam,NP,26.9167,87.9167,52.61,67,37,2.91,scattered clouds
560,Lazaro Cardenas,MX,17.9583,-102.2,75.49,75,9,4.21,clear sky
561,Urumqi,CN,43.801,87.6005,-13.85,84,75,0.0,fog
562,Faya,SA,18.3851,42.4509,53.71,73,90,2.98,overcast clouds
563,Kamyshla,RU,54.1169,52.1426,-1.82,81,69,5.41,broken clouds
564,Mesetas,CO,3.3846,-74.0442,71.67,80,87,4.45,overcast clouds
565,Avera,US,33.194,-82.5271,50.56,52,100,7.02,overcast clouds
566,Margate,GB,51.3813,1.3862,29.3,67,96,7.2,overcast clouds
567,Magnitogorsk,RU,53.4186,59.0472,-3.17,59,1,6.71,clear sky
568,Copala,MX,16.65,-98.9833,75.04,83,2,4.43,clear sky
569,Tarko-Sale,RU,64.9225,77.785,-16.17,93,100,8.99,overcast clouds
570,Veriora,EE,58.0079,27.3551,33.06,91,100,8.39,overcast clouds
571,Yanam,IN,16.7333,82.2167,73.63,74,13,0.63,few clouds
572,Nadym,RU,65.5333,72.5167,4.87,96,100,15.26,overcast clouds
573,Monaghan,IE,54.25,-6.9667,25.39,85,100,4.41,overcast clouds
574,Novobelokatay,RU,55.7062,58.9549,-0.36,79,1,3.31,clear sky
575,High Level,CA,58.5169,-117.136,17.71,93,100,6.91,light snow
576,Kloulklubed,PW,7.0419,134.2556,82.9,71,72,3.15,broken clouds
577,Vila,PT,42.0304,-8.1588,41.88,95,93,16.4,light rain
578,Kasempa,ZM,-13.4584,25.8338,63.55,98,100,1.52,overcast clouds
579,Wanlaweyn,SO,2.6185,44.8938,70.57,82,6,10.22,clear sky
580,Dalbandin,PK,28.8947,64.4101,38.64,27,0,5.03,clear sky
581,Cabatuan,PH,10.8794,122.486,82.8,79,68,10.13,broken clouds
582,Lokosovo,RU,61.1333,74.8167,11.46,95,100,7.78,overcast clouds
583,Half Moon Bay,US,37.4636,-122.4286,52.61,81,75,18.41,haze
584,Warmbad,NA,-28.45,18.7333,76.82,40,45,2.84,scattered clouds
585,Chalisgaon,IN,20.4667,75.0167,65.66,50,2,3.98,clear sky
586,Aberdeen,GB,57.1437,-2.0981,32.49,81,15,11.5,few clouds
587,Baykit,RU,61.67,96.37,-24.74,96,100,5.77,overcast clouds
588,Puksoozero,RU,62.5903,40.6066,23.63,92,99,12.08,overcast clouds
589,Pochinok,RU,54.4068,32.4407,31.57,95,100,14.85,overcast clouds
590,Talcahuano,CL,-36.7167,-73.1167,58.68,63,0,11.5,clear sky
591,Businga,CD,3.3333,20.8833,67.35,44,65,2.15,broken clouds
592,Anaco,VE,9.4389,-64.4728,74.53,67,45,4.83,scattered clouds
593,Gushikawa,JP,26.3544,127.8686,63.63,65,100,8.05,overcast clouds
594,Evansville,US,37.9748,-87.5558,56.01,89,100,3.0,overcast clouds
595,Cerrito,CO,6.8432,-72.694,53.29,92,84,0.78,broken clouds
596,Mwene-Ditu,CD,-7.0,23.45,64.08,97,99,3.51,light rain
597,Vestmannaeyjar,IS,63.4427,-20.2734,28.83,70,22,21.23,few clouds
598,Barillas,GT,15.8036,-91.3158,58.53,72,5,4.25,clear sky
599,Benguela,AO,-12.5763,13.4055,77.58,73,100,3.49,overcast clouds
600,Belmonte,BR,-15.8631,-38.8828,74.52,88,18,4.23,few clouds
601,Onega,RU,63.9061,38.1404,32.45,85,100,15.99,overcast clouds
602,Urbana,US,40.1106,-88.2073,53.73,83,75,21.0,broken clouds
603,Price,US,39.5994,-110.8107,31.26,93,100,6.91,snow
604,Lapeer,US,43.0514,-83.3188,35.92,87,100,10.36,moderate rain
605,Frederico Westphalen,BR,-27.3592,-53.3944,71.53,74,47,2.17,scattered clouds
606,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.3,87,12,6.73,few clouds
607,Moron,AR,-34.6534,-58.6198,82.96,63,63,11.1,broken clouds
608,Kushmurun,KZ,52.4503,64.6311,-11.47,86,13,5.21,few clouds
609,Quelimane,MZ,-17.8786,36.8883,76.95,94,75,0.0,broken clouds
610,Yurga,RU,55.7231,84.8861,14.09,93,98,12.95,overcast clouds
611,Domoni,KM,-12.2569,44.5319,78.39,83,92,4.68,light rain
612,Kruisfontein,ZA,-34.0033,24.7314,70.25,94,100,6.78,overcast clouds
613,Kharan,PK,28.5833,65.4167,41.54,28,0,3.33,clear sky
614,Sola,VU,-13.8833,167.55,82.08,73,72,14.94,broken clouds
615,Baracoa,CU,20.3467,-74.4958,67.44,72,0,3.31,clear sky
616,Kampong Cham,KH,11.9934,105.4635,81.01,58,44,10.16,scattered clouds
617,Raga,SS,8.4596,25.678,65.84,27,19,4.18,few clouds
618,Ginir,ET,7.1333,40.7,53.1,44,53,4.25,broken clouds
619,Alekseyevsk,RU,57.8406,108.3492,-10.28,96,100,3.85,overcast clouds
620,Atambua,ID,-9.1061,124.8925,82.72,66,32,5.57,scattered clouds
621,Ostersund,SE,63.1792,14.6357,6.12,95,85,3.78,overcast clouds
622,Karasjok,NO,69.4719,25.5112,28.09,98,100,3.58,light snow
623,Padang,ID,-0.9492,100.3543,82.83,66,99,1.57,overcast clouds
624,Bartica,GY,6.4,-58.6167,70.79,99,24,1.97,few clouds
625,Savannah Bight,HN,16.45,-85.85,77.2,67,6,24.4,clear sky
626,Caravelas,BR,-17.7125,-39.2481,74.43,89,9,5.44,clear sky
627,Tezu,IN,27.9167,96.1667,65.77,39,57,2.01,broken clouds
628,Mantua,IT,45.1667,10.7833,42.35,91,47,1.01,scattered clouds
629,Encinitas,US,33.037,-117.292,55.67,82,40,17.0,scattered clouds
630,Marienburg,PL,54.0359,19.0266,39.85,93,100,11.21,overcast clouds
631,Grindavik,IS,63.8424,-22.4338,28.87,74,40,17.27,scattered clouds
632,Griffith,US,41.5284,-87.4237,50.31,93,100,13.8,mist
633,Ladispoli,IT,41.9537,12.0735,57.25,79,97,18.25,overcast clouds
634,Bathsheba,BB,13.2167,-59.5167,79.41,73,75,13.8,light intensity shower rain
635,Linhares,BR,-19.3911,-40.0722,71.06,96,7,0.49,clear sky
636,Baghdad,IQ,33.3406,44.4009,42.71,100,100,9.22,fog
637,Vila Franca Do Campo,PT,37.7167,-25.4333,55.81,81,99,6.58,overcast clouds
638,Kingston,JM,17.997,-76.7936,74.35,84,20,8.05,few clouds
639,Lata,PT,40.1629,-8.3327,57.07,93,100,19.46,overcast clouds
640,Pirot,RS,43.1531,22.5861,43.03,87,100,7.87,overcast clouds
641,Oneonta,US,42.4529,-75.0638,28.29,75,31,2.44,scattered clouds
642,Tupik,RU,54.4253,119.9327,-23.76,94,100,2.28,overcast clouds
643,Kadoma,JP,34.7333,135.5833,48.18,44,40,11.5,scattered clouds
644,Saint Anthony,US,45.0205,-93.218,34.25,95,100,6.91,snow
645,Gogrial,SS,8.5332,28.1004,69.42,26,62,5.39,broken clouds
646,Eldorado,BR,-23.7869,-54.2836,80.08,75,77,4.03,broken clouds
647,Golden,US,39.7555,-105.2211,39.13,55,75,4.61,broken clouds
648,Waddan,LY,29.1614,16.139,52.48,42,0,6.78,clear sky
649,Luganville,VU,-15.5333,167.1667,83.68,77,90,1.79,overcast clouds
650,Gibara,CU,21.1097,-76.1317,65.52,66,0,9.06,clear sky
651,Yarada,IN,17.65,83.2667,68.32,100,20,2.3,fog
652,Izhma,RU,65.0083,53.9113,18.05,89,100,12.37,overcast clouds
653,Paamiut,GL,61.994,-49.6678,5.76,70,100,14.36,overcast clouds
654,Laguna,US,38.421,-121.4238,53.58,77,100,6.91,overcast clouds
655,Wenatchee,US,47.4235,-120.3103,38.05,92,0,3.44,clear sky
656,Alugan,PH,12.2188,125.4808,81.03,84,98,2.17,overcast clouds
657,Uddevalla,SE,58.3478,11.9424,39.99,85,100,12.44,overcast clouds
658,Yangambi,CD,0.8102,24.4336,72.1,77,100,2.21,overcast clouds
659,Freetown,SL,8.484,-13.2299,75.52,84,3,6.53,clear sky
660,Grand Baie,MU,-20.0182,57.5802,79.45,69,18,7.0,light rain
661,Cedar Rapids,US,42.0083,-91.6441,43.02,93,100,19.57,mist
662,Yershichi,RU,53.6725,32.7542,32.11,95,100,12.86,light snow
663,Goure,NE,13.9835,10.2704,57.87,29,71,9.44,broken clouds
664,Alberobello,IT,40.7859,17.2372,53.35,74,100,14.07,overcast clouds
665,Cairo,EG,30.0626,31.2497,52.56,71,0,1.14,clear sky
666,Poum,NC,-20.2333,164.0167,80.44,69,99,10.2,overcast clouds
667,Cinco Esquinas,CR,10.1037,-84.1678,63.37,68,0,5.99,clear sky
668,Flin Flon,CA,54.7682,-101.865,-3.73,100,77,2.37,broken clouds
669,Tutoia,BR,-2.7619,-42.2744,74.05,89,100,7.72,overcast clouds
670,Zachepylivka,UA,49.1939,35.2394,30.69,84,100,13.24,overcast clouds
671,Mount Isa,AU,-20.7333,139.5,85.77,54,100,8.05,overcast clouds
672,Kosh-Agach,RU,50.0,88.6667,-4.65,98,100,0.54,light snow
673,Dandong,CN,40.1292,124.3947,21.74,59,100,2.26,overcast clouds
674,Smiltene,LV,57.4244,25.9016,34.56,87,100,10.25,overcast clouds
675,Kashi,CN,39.4547,75.9797,2.41,66,4,8.95,smoke
676,Rocky Mountain House,CA,52.3668,-114.9188,17.71,100,71,4.61,broken clouds
677,Methoni,GR,36.8197,21.7049,60.22,74,74,18.79,broken clouds
678,Haines Junction,CA,60.7522,-137.5108,16.11,98,100,1.97,overcast clouds
679,Wajid,SO,3.8093,43.2471,69.84,67,82,20.78,broken clouds
680,Burnie,AU,-41.0667,145.9167,72.95,73,98,9.55,overcast clouds
681,Grand-Bourg,GP,15.8835,-61.3148,69.75,72,1,9.46,clear sky
682,Brigantine,US,39.4101,-74.3646,40.01,53,0,5.75,clear sky
683,Bella Vista,US,36.4295,-94.2316,56.32,53,0,4.61,clear sky
684,Porto Murtinho,BR,-21.6989,-57.8825,76.19,78,5,3.96,clear sky
685,Kirakira,SB,-10.4544,161.9205,84.79,72,82,8.77,broken clouds
686,Gainesville,US,29.6516,-82.3248,48.31,57,0,3.44,clear sky
687,Cradock,ZA,-32.1642,25.6192,71.85,65,100,6.2,overcast clouds
688,Waitara,NZ,-38.925,174.25,68.99,69,0,14.03,clear sky
689,Arenys De Mar,ES,41.5819,2.5494,62.38,61,100,3.0,overcast clouds
690,Winston,US,28.0317,-82.0148,53.91,73,0,1.99,clear sky
691,Goundam,ML,16.4145,-3.6708,66.36,18,76,8.95,broken clouds
692,Dubti,ET,11.7361,41.0853,69.44,71,10,9.04,clear sky
